Unnamed: 0,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,.orientation.x.1,.orientation.y.1,.orientation.z.1,.orientation.w.1,.angular_velocity.x.1,.angular_velocity.y.1,.angular_velocity.z.1,.linear_acceleration.x.1,.linear_acceleration.y.1,.linear_acceleration.z.1,emg_0.1,emg_1.1,emg_2.1,emg_3.1,emg_4.1,emg_5.1,emg_6.1,emg_7.1,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9
575,-0.232913950610915,-0.4986653502335366,0.4684524556967434,0.6911123330103226,112.5625,121.875,-74.875,-0.68310546875,0.53759765625,0.375,3.827343473007644,6.308981364615638,10.918988048537193,12.5483714964685,4.741993238240349,3.074487801442244,3.856967068990924,3.519674626976807,,,,,-47.5625,252.25,32.75,0.77001953125,0.27197265625,0.6279296875,3.765393681610596,3.6306228540682897,8.163924752955339,24.022712097809546,11.728303000848175,3.811510852841349,2.4606774891203096,2.5832941366207933,0.0034355852887368,-0.7841547954966006,0.0047553714703752,-2.3538992090290507,0.0010503520393268,1.5714488230918895,0.8036389141748832,0.0404734634420941,0.0404734634420941,0.0481274600293407,-0.0051425318936484,0.1081516227439582,0.0299403481150396,0.073996170390109,-0.0171903393989988,0.1327901439534419,0.0,0.0
1580,,,,,,,,,,,,,,,,,,,0.5992278082844702,-0.0757426879283996,-0.7458304967647408,-0.2809376249270132,-8.3125,4.625,3.6875,0.96484375,0.3271484375,-0.064453125,4.348232733829285,2.569645853083093,1.376842876553887,1.1522602729692482,1.6277282053568,2.446450513574237,4.31363280374016,4.88297218151721,,,,,,,,,,,,,,,,,,
1581,,,,,,,,,,,,,,,,,,,0.6007646497462111,-0.0761713179806229,-0.7445013916086848,-0.2810648391833082,-2.375,6.6875,3.0625,0.97216796875,0.32177734375,-0.0693359375,4.03017473588043,2.4896244931671867,1.4270468724920442,1.1393426436667462,1.483130613589781,2.054379901119897,4.0850846345834215,4.272686092151124,,,,,,,,,,,,,,,,,,
2472,-0.2728330023532176,0.3051823292541584,0.3548660124567354,0.840533171231803,26.1875,0.25,-16.625,0.8056640625,0.158203125,0.67578125,1.7630579935660886,5.339777731101203,4.529009939077767,2.7503658045289554,3.175538244652312,2.5833792715476838,1.1062162450370718,1.419533831896287,,,,,,,,,,,,,,,,,,,0.3260265716133451,-0.8576091785728859,0.684218160905775,-2.128781872842452,0.4976223833990475,1.4138638632811893,1.6653342357786751,0.0404732210113952,0.0404732210113952,0.0605404488502287,-0.1260087853942661,0.1316294807449156,-0.0468515245847083,0.085752599399285,-0.0468632881044429,0.1556456693816517,0.0,0.0
3072,,,,,,,,,,,,,,,,,,,0.5831450875314967,0.6217813488259741,-0.4115707897451206,0.3223961013545495,-42.625,-212.0625,37.0,1.30078125,0.4912109375,0.4228515625,5.424680067795138,4.296932795039363,7.167819670706876,11.102698104704652,6.948256846706604,5.066012566806078,2.424505573038981,3.280435557368335,,,,,,,,,,,,,,,,,,
4628,,,,,,,,,,,,,,,,,,,0.5964793285924646,0.4613986128561645,0.0659838471355356,0.6534293095151794,0.9375,-234.9375,70.5625,0.7373046875,0.6083984375,0.54248046875,5.495030357970407,7.315040095310998,15.67144054493143,21.20099772065216,8.910257539127487,7.232861726505687,4.635931949255644,4.54974200999706,,,,,,,,,,,,,,,,,,
4629,,,,,,,,,,,,,,,,,,,0.5901052949298766,0.4888449841842555,0.0311898847444318,0.6417425600840632,-13.3125,-249.5,83.25,0.73388671875,0.43994140625,0.54931640625,6.149004277557293,7.575883870056708,16.959686300608514,23.52254945463336,9.902845763132028,7.76866266738595,4.648149686961361,4.531169940103188,,,,,,,,,,,,,,,,,,
4826,,,,,-11.1875,-169.75,99.125,-0.08837890625,0.890625,0.79296875,7.510310000546968,21.370255992156377,16.74557147488943,8.193443938028828,3.801448927634715,2.0560508853334607,2.607076027971355,3.1802452300673463,-0.6256091501518813,-0.0964963967209877,0.7232041775755749,0.2761835516524159,-22.8125,-152.1875,25.3125,1.27783203125,0.67919921875,0.3984375,4.95797557664682,3.6289048478139128,7.33216757866714,13.854612762808546,10.122278438473904,4.8218304737031,3.641252712485032,3.7936429368581206,0.0165291531929666,0.1560107496618595,0.0476057928848506,-1.7936673896490296,-0.0091340607636236,1.935785042635204,0.8520142216588352,0.0407770474413113,0.0407770474413113,-0.0035140705540152,-0.1072358012716355,0.0097898782879323,0.1604571021429521,-0.0002384091129965,-0.2620660991638615,-0.0045672320019808,0.0,0.0
5224,-0.0652469536769252,-0.0555423085556613,0.8974660494532352,0.4326806871989924,-11.6875,1.875,14.8125,0.0830078125,0.85791015625,-0.64892578125,20.749455856879138,46.83649464888627,44.97325559266081,16.196851679303727,14.692621738028205,15.311049919799302,10.062513327167723,17.74024735408919,,,,,-5.0,-0.1875,24.375,-0.15576171875,0.9462890625,0.20654296875,17.016761676439515,19.09436083676932,5.562014780344128,14.90458391346735,10.592403657081412,6.258405914046082,7.720130739602323,9.735349323953962,0.0089319166830514,-0.7802459837608824,-0.0071113011835765,-2.35424625755138,-0.0106224841386837,1.5786744373024575,0.8011856199152702,0.0316921898504852,0.0316921898504852,0.0086163225539295,0.0185896724113741,-0.0082533771471346,-0.0052979508864343,-0.0030848533042986,-0.0010675742441435,0.0036642642903175,0.0,0.0
5525,-0.1790221479133071,0.2686247776905777,0.3988781918218417,0.8583052996784604,9.3125,-0.5,-4.5625,0.607421875,0.47900390625,0.53173828125,1.3514801715870346,2.1064640734985725,2.2991822233473647,2.0515932807983392,1.3528961540170348,1.0327915235756626,0.98349637137915,1.2422345984881935,,,,,,,,,,,,,,,,,,,0.227541737211996,-0.5921075058581996,0.4964407132293994,-1.971375792469232,0.3428271881559572,1.4888704001927626,1.428792753542404,0.0407777649362363,0.0407777649362363,0.0751488392319397,-0.2165896868060357,0.1544760044043301,-0.1226957233824911,0.1204077784138787,-0.0533415095186917,0.2049024522916482,0.0,0.0
6957,-0.4717504464913968,0.1644931366663623,0.456674452147578,0.736099157030178,21.4375,32.6875,12.375,0.740234375,0.30712890625,0.50537109375,1.1881944526148822,2.252233966456408,1.7703523107384969,1.7283876884544738,1.2236617009435735,1.0751332009365109,1.20512225942845,1.0969881407922673,,,,,,,,,,,,,,,,,,,0.0021048470437239,-0.0587123428876044,0.2501643521095508,-1.6221295996164535,0.0545044207252367,1.586908935713519,1.0040286931463622,0.0407764249106304,0.0407764249106304,0.0744367611083676,-0.1976203805664151,0.1086934809038007,-0.1403798511978911,0.1122320041033116,-0.0481979055255824,0.1790197392357407,0.0,0.0
7634,-0.6382126163044605,-0.5447724790220536,-0.5123644366334461,-0.1827300921120354,-188.8125,-94.4375,43.25,-0.71875,0.7998046875,0.12939453125,4.508626178494866,12.804865246791834,9.79873118880031,4.823069904544455,2.5151026649427832,2.2234338250548107,3.460164943151565,3.038838962723984,,,,,,,,,,,,,,,,,,,-0.0015249546253397,-0.0042586508201305,0.1856027908132468,-1.6069332897465332,0.026497068278763,1.6074372423326682,0.9672857626085398,0.0404721702313204,0.0404721702313204,0.1010736905046509,-0.2492687057296243,0.150888406078739,-0.1278166235642217,0.1299250367479278,-0.0493310604556283,0.1868728863272109,0.0,0.0
